"Supplier","Price","SKU","Category","Product","Model","SKU Status","Quantities recommended",
"Boomerce"," 785","010110-080601","iPhone","iphone-11-pro256 GBGoodSpace Grey","iphone-11-pro","Free market","10",
"Boomerce"," 1,220","010119-080303","iPhone","iphone-13-pro256 GBExcellentGold","iphone-13-pro","Free market","10",
"Boomerce"," 770","010209-084103","Samsung phone","galaxy-s21-plus256 GBExcellentPhantom Violet","galaxy-s21-plus","Free market","10",
"Boomerce"," 531","010268-361203","Samsung phone","samsung-galaxy-s21-fe6 GB + 128 GBExcellentGraphite","samsung-galaxy-s21-fe","Free market","10",
"Boomerce"," 644","010113-070802","iPhone","iphone-12128 GBVery GoodPurple","iphone-12","Free market","10",
"Boomerce"," 857","010118-071101","iPhone","iphone-13128 GBGoodBlue","iphone-13","Free market","10",
"Boomerce"," 643","010113-070203","iPhone","iphone-12128 GBExcellentWhite","iphone-12","Free market","10",
"Boomerce"," 9,999","010118-071102","iPhone","iphone-13128 GBVery GoodBlue","iphone-13","Free market","10",
"Boomerce"," 1,928","010127-08C303","iPhone","iphone-15-pro256 GBExcellentWhite Titanium","iphone-15-pro","Free market","10",
"Boomerce"," 9,999","010109-060202","iPhone","iphone-1164 GBVery GoodWhite","iphone-11","Free market","10",
"Boomerce"," 4","9899B2-000004","Accessories","case-iphone-13-pro-max-blackNot relevantNewNot relevant","case-iphone-13-pro-max-black","Free market","10",
"Boomerce"," 9,999","010109-060201","iPhone","iphone-1164 GBGoodWhite","iphone-11","Free market","10",
"Boomerce"," 1,066","010122-071601","iPhone","iphone-14128 GBGoodStarlight","iphone-14","Free market","9",
"Boomerce"," 555","020643-038651","Laptop","lenovo-thinkpad-t480-core-i7-8th-gen-148 GBEnglish256 GB SSD","lenovo-thinkpad-t480","Free market","9",
"Boomerce"," 662","020465-038551","Laptop","dell-latitude-7490-core-i7-8th-gen-148 GBEnglish128 GB SSD","dell-latitude-7490","Free market","9",
"Boomerce"," 300","010112-060101","iPhone","iphone-se-202064 GBGoodBlack","iphone-se-2020","Free market","9",
"Boomerce"," 254","010102-070101","iPhone","iphone-7-plus128 GBGoodBlack","iphone-7-plus","Free market","9",
"Boomerce"," 9,999","010241-121901","Samsung phone","galaxy-s23-ultra256GB - 8GBGoodGreen","galaxy-s23-ultra","Free market","9",
"Boomerce"," 173","010101-052101","iPhone","iphone-732 GBGoodRose Gold","iphone-7","Free market","9",
"Boomerce"," 796","010114-071303","iPhone","iphone-12-pro128 GBExcellentPacific Blue","iphone-12-pro","Free market","9",
"Boomerce"," 634","020658-038651","Laptop","lenovo-thinkpad-t480s-core-i5-8th-gen-148 GBEnglish256 GB SSD","lenovo-thinkpad-t480s","Free market","9",
"Boomerce"," 578","010113-060203","iPhone","iphone-1264 GBExcellentWhite","iphone-12","Free market","9",
"Boomerce"," 1,472","010123-08B801","iPhone","iphone-14-pro256 GBGoodDeep Purple","iphone-14-pro","Free market","9",
"Boomerce"," 870","010118-071502","iPhone","iphone-13128 GBVery GoodPink","iphone-13","Free market","9",
"Boomerce"," 1,063","010122-071403","iPhone","iphone-14128 GBExcellentMidnight","iphone-14","Free market","9",
"Boomerce"," 9,999","0204110-038651","Laptop","dell-latitude-5400-intel-core-i5-8th-gen-148 GBEnglish256 GB SSD","dell-latitude-5400","Free market","9",
"Boomerce"," 583","020465-038651","Laptop","dell-latitude-7490-core-i7-8th-gen-148 GBEnglish256 GB SSD","dell-latitude-7490","Free market","9",
"Boomerce"," 757","010111-060603","iPhone","iphone-11-pro-max64 GBExcellentSpace Grey","iphone-11-pro-max","Free market","9",
"Boomerce"," 796","010114-071301","iPhone","iphone-12-pro128 GBGoodPacific Blue","iphone-12-pro","Free market","9",
"Boomerce"," 1,208","010238-073903","Samsung phone","galaxy-s22-ultra128 GBExcellentPhantom Black","galaxy-s22-ultra","Free market","9",
"Boomerce"," 9,999","010127-07C401","iPhone","iphone-15-pro128 GBGoodBlack Titanium","iphone-15-pro","Free market","9",
"Boomerce"," 530","010116-060801","iPhone","iphone-12-mini64 GBGoodPurple","iphone-12-mini","Free market","9",
"Boomerce"," 703","010121-071503","iPhone","iphone-13-mini128 GBExcellentPink","iphone-13-mini","Free market","9",
"Boomerce"," 958","010118-081401","iPhone","iphone-13256 GBGoodMidnight","iphone-13","Free market","9",
"Boomerce"," 9,999","010118-081503","iPhone","iphone-13256 GBExcellentPink","iphone-13","Free market","9",
"Boomerce"," 865","010118-071602","iPhone","iphone-13128 GBVery GoodStarlight","iphone-13","Free market","8",
"Boomerce"," 947","010115-071303","iPhone","iphone-12-pro-max128 GBExcellentPacific Blue","iphone-12-pro-max","Free market","8",
"Boomerce"," 1,238","010125-070802","iPhone","iphone-14-plus128 GBVery GoodPurple","iphone-14-plus","Free market","8",
"Boomerce"," 1,546","010126-071502","iPhone","iphone-15128 GBVery GoodPink","iphone-15","Free market","8",
"Boomerce"," 9,999","010123-070303","iPhone","iphone-14-pro128 GBExcellentGold","iphone-14-pro","Free market","8",
"Boomerce"," 1,352","010123-070501","iPhone","iphone-14-pro128 GBGoodSilver","iphone-14-pro","Free market","8",
"Boomerce"," 940","010114-081303","iPhone","iphone-12-pro256 GBExcellentPacific Blue","iphone-12-pro","Free market","8",
"Boomerce"," 1,000","010115-081303","iPhone","iphone-12-pro-max256 GBExcellentPacific Blue","iphone-12-pro-max","Free market","8",
"Boomerce"," 1,353","010119-080503","iPhone","iphone-13-pro256 GBExcellentSilver","iphone-13-pro","Free market","8",
"Boomerce"," 5,302","01-826-00-26-351-00-00-00-00-04","iPhone","iPhone-17-Pro-Max--256 GB-Cosmic Orange---New","iPhone-17-Pro-Max","Free market","8",
"Boomerce"," 1,282","010120-081203","iPhone","iphone-13-pro-max256 GBExcellentGraphite","iphone-13-pro-max","Free market","8",
"Boomerce"," 510","010116-070102","iPhone","iphone-12-mini128 GBVery GoodBlack","iphone-12-mini","Free market","8",
"Boomerce"," 108","061216-000104","Accessories","jbl-tune-510-btNot relevantNewBlack","jbl-tune-510-bt","Free market","8",
"Boomerce"," 1,281","010122-080803","iPhone","iphone-14256 GBExcellentPurple","iphone-14","Free market","8",
"Boomerce"," 583","010116-071101","iPhone","iphone-12-mini128 GBGoodBlue","iphone-12-mini","Free market","8",
"Boomerce"," 9,999","020567-048651","Laptop","hp-elitebook-840-g8-core-i5-11th-gen-1416 GBEnglish256 GB SSD","hp-elitebook-840-g8","Free market","8",
"Boomerce"," 1,200","010120-071801","iPhone","iphone-13-pro-max128 GBGoodSierra Blue","iphone-13-pro-max","Free market","8",
"Boomerce"," 644","010113-070801","iPhone","iphone-12128 GBGoodPurple","iphone-12","Free market","8",
"Boomerce"," 473","010116-070201","iPhone","iphone-12-mini128 GBGoodWhite","iphone-12-mini","Free market","8",
"Boomerce"," 1,220","010119-081803","iPhone","iphone-13-pro256 GBExcellentSierra Blue","iphone-13-pro","Free market","8",
"Boomerce"," 797","010111-080601","iPhone","iphone-11-pro-max256 GBGoodSpace Grey","iphone-11-pro-max","Free market","8",
"Boomerce"," 1,308","010125-071101","iPhone","iphone-14-plus128 GBGoodBlue","iphone-14-plus","Free market","8",
"Boomerce"," 560","010113-060701","iPhone","iphone-1264 GBGoodLime Green","iphone-12","Free market","8",
"Boomerce"," 583","010109-070703","iPhone","iphone-11128 GBExcellentLime Green","iphone-11","Free market","8",
"Boomerce"," 814","0205100-038651","Laptop","hp-elitebook-830-g6-intel-core-i7-8th-gen-13.38 GBEnglish256 GB SSD","hp-elitebook-830-g6","Free market","7",
"Boomerce"," 454","010116-060102","iPhone","iphone-12-mini64 GBVery GoodBlack","iphone-12-mini","Free market","7",
"Boomerce"," 905","010118-071601","iPhone","iphone-13128 GBGoodStarlight","iphone-13","Free market","7",
"Boomerce"," 31","980103-000004","Accessories","Earpods-Lightning-ConnectorNot relevantNewNot relevant","Earpods-Lightning-Connector","Free market","7",
"Boomerce"," 643","010113-070202","iPhone","iphone-12128 GBVery GoodWhite","iphone-12","Free market","7",
"Boomerce"," 796","010114-071302","iPhone","iphone-12-pro128 GBVery GoodPacific Blue","iphone-12-pro","Free market","7",
"Boomerce"," 1,649","010124-070303","iPhone","iphone-14-pro-max128 GBExcellentGold","iphone-14-pro-max","Free market","7",
"Boomerce"," 1,273","02-891-95-17-27-09-20-48-03-08","Laptop","lenovo-thinkpad-t14-g2--intel-core-i7-11th-gen-16 GB-512 GB-Black-14-English","lenovo-thinkpad-t14-g2","Free market","7",
"Boomerce"," 1,163","020508-048851","Laptop","hp-elitebook-1040-g5-x360-touch-core-i7-8th-gen-1416 GBEnglish512 GB SSD","hp-elitebook-1040-g5-x360-touch","Free market","7",
"Boomerce"," 870","010118-071903","iPhone","iphone-13128 GBExcellentGreen","iphone-13","Free market","7",
"Boomerce"," 173","010101-050903","iPhone","iphone-732 GBExcellentRed","iphone-7","Free market","7",
"Boomerce"," 1,345","010120-081703","iPhone","iphone-13-pro-max256 GBExcellentAlpine Green","iphone-13-pro-max","Free market","7",
"Boomerce"," 650","010113-071102","iPhone","iphone-12128 GBVery GoodBlue","iphone-12","Free market","7",
"Boomerce"," 587","010113-061102","iPhone","iphone-1264 GBVery GoodBlue","iphone-12","Free market","7",
"Boomerce"," 830","020704-038601","Laptop","microsoft-surface-pro-6-core-i5-12.38 GBGood256 GB SSD","microsoft-surface-pro-6","Free market","7",
"Boomerce"," 587","010113-060802","iPhone","iphone-1264 GBVery GoodPurple","iphone-12","Free market","7",
"Boomerce"," 644","010113-070803","iPhone","iphone-12128 GBExcellentPurple","iphone-12","Free market","7",
"Boomerce"," 1,636","0202A2-048851","MacBook","apple-macbook-pro-2019-touch-bar-touch-id-silver-4GB-radeon-graphics-core-i7-9th-gen-15.416 GBEnglish512 GB SSD","apple-macbook-pro-2019-touch-bar-touch-id-silver-4GB-radeon-graphics","Free market","7",
"Boomerce"," 364","010117-061603","iPhone","iphone-se-202264 GBExcellentStarlight","iphone-se-2022","Free market","7",
"Boomerce"," 2,675","0101210-08G403","iPhone","iphone-16-pro-max256 GBExcellentDesert Titanium","iphone-16-pro-max","Free market","7",
"Boomerce"," 1,923","010127-08C102","iPhone","iphone-15-pro256 GBVery GoodNatural Titanium","iphone-15-pro","Free market","7",
"Boomerce"," 756","020424-048651","Laptop","dell-latitude-7389-2-in-1-core-i7-7th-gen-1316 GBEnglish256 GB SSD","dell-latitude-7389-2-in-1","Free market","7",
"Boomerce"," 1,882","010127-08C203","iPhone","iphone-15-pro256 GBExcellentBlue Titanium","iphone-15-pro","Free market","7",
"Boomerce"," 284","08-797-206-15-292-00-05-17-00-02","Tablet","iPad-(5th-generation)-A1822-Wi-Fi-128 GB-Silver--9.7-Very Good","iPad-(5th-generation)","Free market","7",
"Boomerce"," 1,373","010122-081603","iPhone","iphone-14256 GBExcellentStarlight","iphone-14","Free market","7",
"Boomerce"," 284","08-798-206-30-301-00-05-17-00-03","Tablet","iPad-(6th-generation)-A1893-Wi-Fi-32 GB-Space Gray--9.7-Excellent","iPad-(6th-generation)","Free market","7",
"Boomerce"," 1,709","010126-081503","iPhone","iphone-15256 GBExcellentPink","iphone-15","Free market","7",
"Boomerce"," 2,552","0101209-007C40000001","iPhone","iphone-16-pro128 GBGoodBlack Titanium","iphone-16-pro","Free market","7",
"Boomerce"," 1,781","010126-080103","iPhone","iphone-15256 GBExcellentBlack","iphone-15","Free market","7",
"Boomerce"," 720","010110-080303","iPhone","iphone-11-pro256 GBExcellentGold","iphone-11-pro","Free market","7",
"Boomerce"," 2,542","0101209-08C101","iPhone","iphone-16-pro256 GBGoodNatural Titanium","iphone-16-pro","Free market","7",
"Boomerce"," 1,238","010125-070803","iPhone","iphone-14-plus128 GBExcellentPurple","iphone-14-plus","Free market","7",
"Boomerce"," 659","010121-071403","iPhone","iphone-13-mini128 GBExcellentMidnight","iphone-13-mini","Free market","7",
"Boomerce"," 394","020411-038551","Laptop","dell-latitude-5490-core-i5-7th-gen-148 GBEnglish128 GB SSD","dell-latitude-5490","Free market","7",
"Boomerce"," 2,751","0101210-08C103","iPhone","iphone-16-pro-max256 GBExcellentNatural Titanium","iphone-16-pro-max","Free market","7",
"Boomerce"," 622","020110-038551","MacBook","apple-macbook-pro-2015-silver-core-i5-2-7-ghz-13.38 GBEnglish128 GB SSD","apple-macbook-pro-2015-silver","Free market","7",
"Boomerce"," 599","0204112-038651","Laptop","dell-latitude-5420-intel-core-i5-11th-gen-148 GBEnglish256 GB SSD","dell-latitude-5420","Free market","7",
"Boomerce"," 100","08-804-206-17-301-00-02-19-00-02","Tablet","iPad-mini-2-A1489-Wi-Fi-16 GB-Space Gray--7.9-Very Good","iPad-mini-2","Free market","7",
"Boomerce"," 9,999","010115-081203","iPhone","iphone-12-pro-max256 GBExcellentGraphite","iphone-12-pro-max","Free market","7",
"Boomerce"," 443","010116-060901","iPhone","iphone-12-mini64 GBGoodRed","iphone-12-mini","Free market","7",
"Boomerce"," 2,035","0201202-05F551","MacBook","apple-macbook-pro-2019-silver-16-inch-intel-core-i9-1632 GBEnglish1 TB SSD","apple-macbook-pro-2019-silver-16-inch","Free market","7",
"Boomerce"," 466","010116-060903","iPhone","iphone-12-mini64 GBExcellentRed","iphone-12-mini","Free market","7",
"Boomerce"," 2,682","0101210-08C303","iPhone","iphone-16-pro-max256 GBExcellentWhite Titanium","iphone-16-pro-max","Free market","7",
"Boomerce"," 9,999","010126-070103","iPhone","iphone-15128 GBExcellentBlack","iphone-15","Free market","7",
"Boomerce"," 832","010121-080903","iPhone","iphone-13-mini256 GBExcellentRed","iphone-13-mini","Free market","6",
"Boomerce"," 545","010106-070103","iPhone","iphone-xr128 GBExcellentBlack","iphone-xr","Free market","6",
"Boomerce"," 1,373","010122-081602","iPhone","iphone-14256 GBVery GoodStarlight","iphone-14","Free market","6",
"Boomerce"," 803","010121-081403","iPhone","iphone-13-mini256 GBExcellentMidnight","iphone-13-mini","Free market","6",
"Boomerce"," 617","010110-060602","iPhone","iphone-11-pro64 GBVery GoodSpace Grey","iphone-11-pro","Free market","6",
"Boomerce"," 1,220","010119-081202","iPhone","iphone-13-pro256 GBVery GoodGraphite","iphone-13-pro","Free market","6",
"Boomerce"," 360","020442-038551","Laptop","dell-latitude-5480-core-i5-6th-gen-148 GBEnglish128 GB SSD","dell-latitude-5480","Free market","6",
"Boomerce"," 832","010121-081603","iPhone","iphone-13-mini256 GBExcellentStarlight","iphone-13-mini","Free market","6",
"Boomerce"," 1,375","010120-080301","iPhone","iphone-13-pro-max256 GBGoodGold","iphone-13-pro-max","Free market","6",
"Boomerce"," 379","020473-029151","Laptop","dell-latitude-5430-core-i5-3rd-gen-144 GBEnglish320 GB HDD","dell-latitude-5430","Free market","6",
"Boomerce"," 1,980","010128-08C202","iPhone","iphone-15-pro-max256 GBVery GoodBlue Titanium","iphone-15-pro-max","Free market","6",
"Boomerce"," 535","010116-061103","iPhone","iphone-12-mini64 GBExcellentBlue","iphone-12-mini","Free market","6",
"Boomerce"," 471","010116-060803","iPhone","iphone-12-mini64 GBExcellentPurple","iphone-12-mini","Free market","6",
"Boomerce"," 586","010109-071003","iPhone","iphone-11128 GBExcellentYellow","iphone-11","Free market","6",
"Boomerce"," 1,140","010238-071903","Samsung phone","galaxy-s22-ultra128 GBExcellentGreen","galaxy-s22-ultra","Free market","6",
"Boomerce"," 9,999","020458-038951","Laptop","dell-latitude-7450-core-i5-5th-gen-148 GBEnglish256 GB HDD","dell-latitude-7450","Free market","6",
"Boomerce"," 28","980105-000004","Accessories","Usb-C-20-W-Power-AdapterNot relevantNewNot relevant","Usb-C-20-W-Power-Adapter","Free market","6",
"Boomerce"," 1,318","010123-070503","iPhone","iphone-14-pro128 GBExcellentSilver","iphone-14-pro","Free market","6",
"Boomerce"," 4","9899C7-000004","Accessories","screen-protector-for-iphone-12-12-proNot relevantNewNot relevant","screen-protector-for-iphone-12-12-pro","Free market","6",
"Boomerce"," 583","010109-070702","iPhone","iphone-11128 GBVery GoodLime Green","iphone-11","Free market","6",
"Boomerce"," 5","9899A6-000004","Accessories","case-iphone-12-pro-blackNot relevantNewNot relevant","case-iphone-12-pro-black","Free market","6",
"Boomerce"," 530","010116-060203","iPhone","iphone-12-mini64 GBExcellentWhite","iphone-12-mini","Free market","6",
"Boomerce"," 150","980803-000004","Accessories","Awei-A770Bl-Noise-Cancelling-HeadphonesNot relevantNewNot relevant","Awei-A770Bl-Noise-Cancelling-Headphones","Free market","6",
"Boomerce"," 643","010113-070201","iPhone","iphone-12128 GBGoodWhite","iphone-12","Free market","6",
"Boomerce"," 550","010221-076103","Samsung phone","samsung-s9128 GBExcellentMidnight Black","samsung-s9","Free market","6",
"Boomerce"," 284","02-889-04-33-21-09-15-06-03-08","Laptop","hp-chromebook-11a-g8--amd-4 GB-32 GB-Black-12.5-English","hp-chromebook-11a-g8","Free market","6",
"Boomerce"," 709","020571-038613","Laptop","hp-elitebook-830-g5-core-i7-8th-gen-13.38 GBEnglish256 GB SSD","hp-elitebook-830-g5","Free market","6",
"Boomerce"," 578","010109-070202","iPhone","iphone-11128 GBVery GoodWhite","iphone-11","Free market","6",
"Boomerce"," 439","03-766-129-33-10-04-11-00-00-02","MacBook","MacBook-Air-(11-inch,-Early-2014)-MacBookAir6,1-1.4GHz dual-core Intel Core i5-4 GB-128 GB-Silver-11-Very Good","MacBook-Air-Early-2014","Free market","6",
"Boomerce"," 770","010240-074503","Samsung phone","galaxy-s22128 GBExcellentBora Purple","galaxy-s22","Free market","6",
"Boomerce"," 770","010240-074403","Samsung phone","galaxy-s22128 GBExcellentPhantom White","galaxy-s22","Free market","6",
"Boomerce"," 765","010209-084003","Samsung phone","galaxy-s21-plus256 GBExcellentPhantom Silver","galaxy-s21-plus","Free market","6",
"Boomerce"," 578","010109-070201","iPhone","iphone-11128 GBGoodWhite","iphone-11","Free market","6",
"Boomerce"," 9,999","010109-060802","iPhone","iphone-1164 GBVery GoodPurple","iphone-11","Free market","6",
"Boomerce"," 2,682","0101210-08C401","iPhone","iphone-16-pro-max256 GBGoodBlack Titanium","iphone-16-pro-max","Free market","6",
"Boomerce"," 587","010113-061103","iPhone","iphone-1264 GBExcellentBlue","iphone-12","Free market","6",
"Boomerce"," 1,703","010124-08B801","iPhone","iphone-14-pro-max256 GBGoodDeep Purple","iphone-14-pro-max","Free market","6",
"Boomerce"," 141","06-832-00-76-219-00-00-00-00-07","Accessories","ugreen-12000mah-100w-fast-charging-power-bank-PB724--Not Relevant-Not relevant---New","ugreen-12000mah-100w-fast-charging-power-bank-PB724","Free market","6",
"Boomerce"," 1,864","010124-095003","iPhone","iphone-14-pro-max512 GBExcellentSpace Black","iphone-14-pro-max","Free market","6",
"Boomerce"," 2,158","010124-10B803","iPhone","iphone-14-pro-max1000 GBExcellentDeep Purple","iphone-14-pro-max","Free market","6",
"Boomerce"," 792","020116-048851","MacBook","apple-macbook-pro-2015-silver-core-i7-15-4-15.416 GBEnglish512 GB SSD","apple-macbook-pro-2015-silver","Free market","6",
"Boomerce"," 376","010117-061403","iPhone","iphone-se-202264 GBExcellentMidnight","iphone-se-2022","Free market","6",
"Boomerce"," 1,637","010126-070102","iPhone","iphone-15128 GBVery GoodBlack","iphone-15","Free market","6",
